text_nonstop,text_lemma,text,length_text_nonstop,length_text_lemma,length_text,label,count_word_text_nonstop,count_word_text_lemma,count_word_text
culto familia dia 1903 1900hrs campinas igreja nazareno sousas,culto familiar dia 1903 1900hrs campina igreja nazareno sousa,culto da familia dia 1903 as 1900hrs campinas igreja do nazareno de sousas paginaweb,62,61,84,0,24,24,26
culto igreja nazareno ebenezer dia 1903 900hrs familia modelo original eterno,culto igreja nazareno ebenezer dia 1903 900hrs familiar modelo original eterno,culto igreja nazareno ebenezer dia 1903 as 900hrs familia modelo original do eterno paginaweb,77,78,93,0,24,24,26
1625 cunhado ana hickman conta desarmou psicopata acabou raca apludido pe muita gente chorando emocao,1625 cunhado ana hickman contar desarmar psicopata acabar raca apludido pe muito gente chorar emocao,1625 cunhado da ana hickman conta como desarmou o psicopata e acabou com a raca dele e apludido de pe muita gente chorando de emocao,101,100,132,1,23,23,23
acho nao forma adequada ensinar criancas sobre tipo relacionamento,achar nao forma adequado ensinar crianca sobre tipo relacionamento,nomeusuario acho que nao e a forma mais adequada para ensinar as criancas sobre este tipo de relacionamento,66,66,107,0,19,19,19
ah entao nao cartoon vai criancas,ah entao nao cartoon ir crianca,nomeusuario ah entao esse nao e o cartoon que vai para as criancas,33,31,66,0,12,10,16
aposto adolescentes lidado situacao desde pequenos nao fariam,apostar adolescente lidar situacao desde pequeno nao far,nomeusuario aposto que se esses adolescentes tivessem lidado com essa situacao desde pequenos nao o fariam,61,56,106,0,17,16,18
bebes nao criancas nao resumem bebes ne ja vi criancas 567 anos serem intolerantes,bebe nao crianca nao resumer bebe ne ja ver crianca 567 ano ser intolerante,nomeusuario bebes nao mas criancas nao se resumem em bebes ne ja vi criancas de 567 anos serem intolerantes,82,75,107,0,19,19,20
nao segredo basta explicar q amor n limites racas etnia genero fisico etc educar,nao segredo bastar explicar q amor n limite raco etnia genero fisico etc educar,nomeusuario e nao tem segredo basta explicar a elas q o amor n tem limites de racas etnia genero fisico e etc isso e que e educar,80,79,129,0,20,20,20
passei vida toda ver relacionamentos heterossexuais nao hetero acho nao influencia nada,passar vida todo ver relacionamento heterossexual nao hetero achar nao influencia nada,nomeusuario eu passei a minha vida toda a ver relacionamentos heterossexuais e nao sou hetero acho que isso nao influencia em nada,87,86,130,0,19,19,20
imenso fantasias todo resto porque nao introduzir diversidade antes sermos adultos trancafiados conhecemos,imenso fantasia todo resto porque nao introduzir diversidade antes serr adulto trancafiar conhecer,nomeusuario imenso fantasias e todo resto porque nao introduzir diversidade antes de sermos adultos e trancafiados no que conhecemos,106,98,132,0,20,20,20
deturpar factos nao saber q sao equacoes trigonometricas n fara q crianca intolerante sabe,deturpar facto nao saber q sao equacoes trigonometrica n farar q crianca intolerante saber,nomeusuario isto e deturpar os factos nao saber o q sao equacoes trigonometricas n fara com q a crianca seja intolerante com quem sabe,90,90,134,0,19,19,20
simples boneco nao vai interferir educacao crianca esquecer q existem criancas q sao criadas gays,simples boneco nao ir interferir educacao crianca esquecer q existir crianca q sao criar gay,nomeusuario mas um simples boneco nao vai interferir na educacao de uma crianca sem esquecer q existem criancas q sao criadas por gays,97,92,134,1,22,21,22
nao condenado tais praticas nao favor ate porque biblia condena,nao condenar tal pratica nao favor ate porque biblio condenar,nomeusuario nao condenado tais praticas mais nao sou a favor ate porque a biblia condena,63,61,88,0,18,17,19
nao p comparar caro educacao academica processo exato seguido educacao moral sexual social nao,nao p comparar caro educacao academicar processo exato seguir educacao moral sexual social nao,nomeusuario nao da p comparar meu caro educacao academica tem um processo exato a ser seguido a educacao moral sexual e social nao,94,94,130,1,17,17,17
nao pra comparar coisa outra,nao pra comparar coisa outro,nomeusuario nao da pra comparar uma coisa com a outra,28,28,53,1,12,12,14
nao a+b ate pq todo mundo sabe falar crianca explicar maneira q perceba aprenda q respeito,nao a+b ate pq todo mundo saber falar crianca explicar maneira q perceber aprenda q respeito,nomeusuario nao por a+b ate pq todo mundo sabe como falar com uma crianca explicar de maneira a q ela perceba e aprenda o q e respeito,90,92,134,0,20,20,20
nao sei nunca vi desenho questao porem idades nao podem ver beijo gay tambem,nao saber nunca ver desenho questao por idade nao poder ver beijo gay tamber,nomeusuario nao sei nunca vi o desenho em questao porem se e para idades que nao podem ver beijo gay tambem na paginaweb,76,76,120,1,21,21,22
conteudo beijo gay nao explicito hetero malicia mente adulta,conteudo beijo gay nao explicito hetero malicia mente adulta,nomeusuario o conteudo e o mesmo e um beijo gay nao e mais explicito que um hetero a malicia esta na mente adulta,60,60,113,0,20,20,22
desenhos casais hetero sao certos incluir casais homo nao dizer bob constructor gay,desenho casal hetero sao certos incluir casal homo nao dizer bob constructor gay,nomeusuario os desenhos com casais hetero sao os certos para incluir casais homo nao estou a dizer para o bob constructor ser gay,83,80,129,0,19,19,20
nao pra criancas,nao pra crianca,nomeusuario nomeusuario mas nao e pra criancas,16,15,46,0,9,8,12
curitiba realizando casamento comunitario brasilia realizando divorciocomunitario,curitiba realizar casamento comunitario brasilia realizar divorciocomunitario,curitiba realizando casamento comunitario e brasilia realizando divorciocomunitario,81,77,83,0,17,17,17
curso especializacao gestao financeira angola nao deixe oportunidade passar consultenos httpstcofzd58ybjty,curso especializacao gestao financeiro angola nao deixar oportunidade passar consulteno httpstcofzd58ybjty,curso de especializacao em gestao financeira angola nao deixe esta oportunidade passar consultenos em httpstcofzd58ybjty,106,106,120,0,24,24,25
curso informatica visconde rio branco inscricao aberta,curso informatico visconder rio branco inscricao abrir,curso de informatica em visconde do rio branco esta com inscricao aberta paginaweb,54,54,82,0,16,16,19
curtindo otimo domingot capitalismo proporciona,curtir otimo domingot capitalismo proporciona,curtindo um otimo domingot que o capitalismo me proporciona,47,45,59,0,15,15,17
curtiu 3 fotos mesma pessoa ta querendo comer,curtir 3 foto mesmo pessoa ta querer comer,curtiu mais de 3 fotos da mesma pessoa ta querendo comer,45,42,56,0,17,15,17
twitter sobre fufas porto realmente ha demasiado tempo livre tal varrer chao lavar loica,twitter sobre fufa porto realmente ha demasiado tempo livre tal varrer chao lavar loico,nomeusuario um twitter sobre as fufas do porto realmente ha demasiado tempo livre que tal varrer um chao e lavar uma loica,88,87,122,1,20,20,21
custo zero ptso corrupcao caixa 2 verbas desnecessariasja sabe ne,custo zero ptso corrupcao caixa 2 verba desnecessariasja saber ne,custo zero se fosse o ptso de corrupcao caixa 2 e verbas desnecessariasja sabe ne paginaweb,65,65,91,0,19,19,22
sim ontem sp,sim ontem sp,nomeusuario sim ontem em sp,12,12,27,0,9,9,12
olha afinal islao pai ja tens argumento mesma tens substituir hitler isis,olhar afinal islao pai ja tem argumento mesmo tem substituir hitler isi,nomeusuario olha afinal foi o islao o pai ja tens argumento na mesma mas tens de substituir hitler por isis paginaweb,73,71,117,1,18,18,20
d1a islamofobia medo islao,d1a islamofober medo islao,d1a a islamofobia e o medo do islao paginaweb,26,26,45,1,12,13,16
nao acompanha time meninas,nao acompanhar time menino,nomeusuario nomeusuario nao acompanha time de meninas,26,26,53,1,12,12,15
educacao recebi casa homem feito pra mulher vice versoo resto modinha,educacao recebi casa homem fazer pra mulher vice versoo resto modinha,da educacao que eu recebi em casa homem foi feito pra mulher e vice versoo resto e modinha,69,69,90,1,19,20,20
noticia criancas estao sendo estupradas muculmanos autoridades nao fazem nada nao serem,noticio crianco estao ser estuprar muculmano autoridade nao fazer nada nao ser,nomeusuario noticia que criancas estao sendo estupradas por muculmanos e autoridades nao fazem nada para nao serem paginaweb,87,78,124,1,17,17,21
dai voce ve objetivo principal informar nada imagina,dai voce ve objetivo principal informar nada imaginar,dai voce ve que o objetivo principal e informar nada mais imagina paginaweb,52,53,75,0,18,18,22
03 manha nordestino vim apelar piada apagao hahaha aproveita ta luz vai dormir,03 manha nordestino vir apelar piada apagao hahaha aproveitar ta luz ir dormir,03 da manha e nordestino vim apelar com piada de apagao hahaha aproveita que ta sem luz e vai dormir,78,78,100,0,20,20,22
mesma forma q enfio pau algumas pessoas mulheres outras nao homens chamase escolha pessoal vt,mesmo forma q enfiar pau algum pessoa mulher outro nao homem chamase escolha pessoal vt,da mesma forma q eu enfio o pau em algumas pessoas mulheres e outras nao homens chamase escolha pessoal e vt paginaweb,93,87,118,1,19,19,22
boicota xinga pm bahia so sai show escoltada policia hipocrita caralho,boicota xingo pm bahia so sair show escoltar policia hipocrito caralho,nomeusuario boicota e xinga a pm da bahia mas so sai para o show escoltada pela policia hipocrita do caralho,70,70,108,1,19,18,20
parabens obs sentimento bosta independente idade,parabem obs sentimento bosta independente idade,nomeusuario parabens obs o sentimento de bosta independente de idade mesmo,48,47,74,1,13,13,14
perante humor ha sempre lugar sorriso so nao aprovo ofensa facil,perante humor ha sempre lugar sorriso so nao aprovo ofensar facil,nomeusuario perante o humor ha sempre lugar a um sorriso so nao aprovo a ofensa facil,64,65,85,0,18,18,18
daqui meses abranda histeria torno trump sera alvo media forca,de aqui mês abrandar hister torno trump sera alvo media forca,daqui a meses abranda a histeria em torno de trump e sera este o alvo dos media forca nomeusuario nomeusuario paginaweb,62,61,119,1,20,21,22
daqui pouco comeca serie sobre roubo bndes pt voce nao ve,de aqui pouco comeca serie sobre roubo bnde pt voce nao ve,daqui a pouco comeca o nomeusuario com a serie sobre o roubo do bndes pelo pt voce nao ve isso no nomeusuario,57,58,109,0,17,17,18
daqui pouco 21hrs estreia documentario euvocetodasnos doc fala sobre feminismo ciberativismo nao percam,de aqui pouco 21hrs estrear documentario euvocetodasno doc falar sobre feminismo ciberativismo nao percar,daqui a pouco 21hrs estreia o documentario euvocetodasnos no nomeusuario o doc fala sobre feminismo e ciberativismo nao percam,103,105,126,0,22,22,22
daqui pouco mudam preto vermelho p preto branco,de aqui pouco mudam preto vermelho p preto branco,daqui a pouco mudam de preto e vermelho p preto e branco,47,49,56,0,18,18,18
dar risada si rir cagadas alheias melhor ainda,dar risar si rir cagada alheio melhor ainda,dar risada de si mesmo nomeusuario rir das cagadas alheias melhor ainda,46,43,71,0,14,14,15
serie imagina contrario ah olavo qualquer direitista segurando desenho desse nive,serie imaginar contrario ah olavo qualquer direitista segurar desenho de esse nive,da serie imagina se fosse ao contrario ah se fosse o olavo ou qualquer direitista segurando desenho desse nive paginaweb,81,82,120,1,18,18,22
serie imagina contrario vai dai racista,serie imagino contrario ir dai racista,da serie imagina se fosse o contrario vai dai seu racista nomeusuario paginaweb,39,38,79,0,14,13,19
islao leis paises nao contam muculmanos respeitamnas conveniencia nao moralidade,islao lei paise nao contar muculmano respeitamno conveniencia nao moralidade,nomeusuario nomeusuario no islao as leis dos paises nao contam os muculmanos respeitamnas por conveniencia nao moralidade,80,76,121,1,16,16,16
islao significa submissao,islao significar submissao,nomeusuario nomeusuario nomeusuario islao significa submissao,25,26,61,0,13,14,15
jihad base islao,jihad base islao,nomeusuario nomeusuario nomeusuario jihad e a base do islao,16,16,59,1,11,11,15
artigo expondo intolerancia perigo islao nao ha lugar imparcialidade,artigo expor intolerancia perigo islao nao ha lugar imparcialidade,nomeusuario nomeusuario nomeusuario e um artigo expondo a intolerancia e o perigo do islao nao ha lugar a imparcialidade,68,66,120,0,18,18,18
islao nao pode reformar pois palavra directa deus,islao nao poder reformar pois palavra directo deus,nomeusuario nomeusuario nomeusuario o islao nao se pode reformar pois e a palavra directa de deus,49,50,97,0,17,17,17
rola pras feminaziquem sabe param falar bosta,rolar pra feminaziquem saber par falar bosta,da uma rola pras feminaziquem sabe elas param de falar bosta,45,44,60,1,17,17,18
acordo 99 afegaos sao favor sharia absurda lei islamica malvadao,acordo 99 afegao sao favor shario absurda lei islamico malvadao,de acordo com nomeusuario 99 dos afegaos sao a favor da sharia a absurda lei islamica mas o malvadao e paginaweb,64,63,112,1,18,18,21
20 aumento breja d+ foradilma,20 aumento breja d+ foradilma,20 de aumento na breja e d+ foradilma,29,29,37,1,18,18,18
brexit pexit efeito domino portugal renovarportugal,brexit pexit efeito domino portugal renovarportugal,de brexit a pexit o efeito domino paginaweb portugal renovarportugal paginaweb,51,51,78,0,18,18,19
decepcionadissimo novo bbb,decepcionadissimo novo bbb,decepcionadissimo com o novo bbb,26,26,32,0,13,13,13
certezinha q vai gente usar so pq produto novo nike qd sequer qlq ligacao c islao,certezir q ir gente usar so pq produto novo nike qd sequer qlq ligacao c islao,de certezinha q vai haver gente a usar isto so pq e produto novo da nike qd nem sequer tem qlq ligacao c o islao paginaweb,81,78,122,0,20,19,23
